School_code,Attendance,Enrollment,New_student,Withdrawals,African_American,White,Asian,Latino,Other,Pacific_Islander,Low_income_family,SCHOOL_NAME_1,SCHOOL_NAME_2,ADDRESS,SCHOOL_ZIP,ZIP_PLUS_4,CITY,STATE_CD,PHONE_NUMBER,SCH_START_GRADE,SCH_TERM_GRADE,HPADDR,SCHOOL_LEVEL_NAME,Drugs,Morals,Assaults,Weapons,Thefts,Total_suspensions,One_suspension,Two_suspensions,Three_suspensions,Three_plus_suspensions,Teacher_attendance,Special_education,Gifted_education,English_second_language,Average_salary
6300,93.62,389.8,50.8,34.6,92.8,0.74,0.9,3.02,2.52,0,88.82,LOGAN SCHOOL,"LOGAN, JAMES SCHOOL",1700 LINDLEY AVE.,19141,NA,PHILADELPHIA,PA,2154563006,0,6,www.philasd.org/schools/logan,ELEMENTARY SCHOOL,0,0.25,1.75,0.5,0.25,24.5,16,4.25,1.75,2.5,95.325,17.8,0.32,3.32,66882.73333
6310,94.94,373.2,35.8,26.6,97.24,0.28,0.06,1.32,1.1,0,71.2,MCCLOSKEY SCHOOL,"MCCLOSKEY, JOHN F. SCHOOL",8500 PICKERING ST.,19150,NA,PHILADELPHIA,PA,2152486600,0,6,www.philasd.org/schools/mccloskey,ELEMENTARY SCHOOL,0,0.25,1.25,0.25,0.25,22.75,14.25,5.75,1.75,1,94.425,13.38,2.24,0.06,73309.42857
6320,93.94,261.2,28.8,24.8,85.48,10.14,0.24,1.38,2.74,0,87.04,MIFFLIN SCHOOL,"MIFFLIN, THOMAS SCHOOL",3624 CONRAD ST.,19129,NA,PHILADELPHIA,PA,2159514007,0,8,www.philasd.org/schools/mifflin,ELEMENTARY SCHOOL,0,0.5,8.5,0.25,0,59.25,34.5,13.75,4.5,6.5,91.575,12,1.16,0.06,67091.86667
6340,93.96,417,53.4,38,96.96,1.44,0,0.74,0.82,0,89.16,JOSEPH PENNELL ELEMENTARY,"PENNELL, JOSEPH ELEMENTARY",1800 NEDRO AVE.,19141,NA,PHILADELPHIA,PA,2152765267,0,6,www.philasd.org/schools/pennell,ELEMENTARY SCHOOL,0,0.25,9.25,1.75,1.5,61.75,36,11.5,5,9.25,92.475,12.4,0.6,0.08,70211.15789
6350,94.12,467,69.4,51.6,97.48,0.58,0.04,0.8,1.06,0,84,PENNYPACKER SCHOOL,"PENNYPACKER, SAMUEL SCHOOL",1858 E. WASHINGTON LN.,19138,NA,PHILADELPHIA,PA,2152765271,0,6,www.philasd.org/schools/pennypacker,ELEMENTARY SCHOOL,0.25,0.75,5.25,1.75,0.5,26,18,5,1.75,1.25,94.55,12.56,1.14,0.92,68455.33333
6380,94.96,583,38,21.8,37.14,53.22,1.8,3.5,4.32,0,56.16,SHAWMONT SCHOOL,SHAWMONT SCHOOL,535 SHAWMONT AVE.,19128,NA,PHILADELPHIA,PA,2154874466,0,8,www.philasd.org/schools/shawmont,ELEMENTARY SCHOOL,0.25,0.25,3.75,1,1.75,23,16.5,3.75,1,1.75,93.425,10.7,7.32,0.54,69399.95833
6390,93.4,529.8,85.6,68.2,95.02,0.74,0,2.86,1.14,0.04,93.22,EDWARD T STEEL SCHOOL,"STEEL, EDWARD SCHOOL",4301 WAYNE AVE.,19140,NA,PHILADELPHIA,PA,2154563008,0,8,www.philasd.org/schools/steel,ELEMENTARY SCHOOL,0.25,0,6,1.75,0.5,8.75,8,0.75,0,0,94.675,15.7,0,0.86,70660.82143
6400,85.94,178.6,11,6,59.04,13.56,2.92,14.78,9.64,0,83.32,WIDENER MEMORIAL SCHOOL,WIDENER MEMORIAL SCHOOL,1450 W. OLNEY AVE.,19141,NA,PHILADELPHIA,PA,2154563015,0,12,www.philasd.org/schools/widener,ELEMENTARY SCHOOL,0,0,0.75,0,0.5,0,0,0,0,0,95.25,95.06,0,2.02,77919
6410,95.1,447.8,31.4,30.6,43.18,45.9,1.3,3.68,5.98,0,64.66,COOK-WISSAHICKON SCHOOL,COOK-WISSAHICKON SCHOOL,201 E. SALAIGNAC ST.,19128,NA,PHILADELPHIA,PA,2154874463,0,8,www.philasd.org/schools/cookwissahickon,ELEMENTARY SCHOOL,0.5,0,6.5,1,1,22.75,14.75,4.75,2,1.25,93.9,12.6,4.1,0.14,72128.81818
6430,92.36,420.4,69.4,61.8,97.08,0.32,0.1,1.02,1.5,0,94.02,JOHN WISTER SCHOOL,"WISTER, JOHN SCHOOL",67 E. BRINGHURST ST.,19144,NA,PHILADELPHIA,PA,2159514003,0,6,www.philasd.org/schools/wister,ELEMENTARY SCHOOL,0,0,2,2.25,0.25,52.5,35.5,10.25,4,2.75,93.9,13.9,0.06,0.08,66889
6440,94.94,401,37,28.4,93.7,1.5,0.16,1.44,3.18,0,75.86,ANNA L. LINGELBACH SCHOOL,"LINGELBACH, ANNA L. SCHOOL",6340 WAYNE AVE.,19144,NA,PHILADELPHIA,PA,2159514001,0,8,www.philasd.org/schools/lingelbach,ELEMENTARY SCHOOL,0.25,0,3,0.5,0.5,30,18.5,6.25,3.25,2,93.625,8.76,3.28,3.34,73546.47826
6450,95.36,265.4,16,9.8,42.46,49.28,0.84,2.64,4.78,0,61.16,JAMES DOBSON SCHOOL,"DOBSON, JAMES SCHOOL",4667 UMBRIA ST.,19127,NA,PHILADELPHIA,PA,2154874460,0,8,www.philasd.org/schools/dobson,ELEMENTARY SCHOOL,0,0.5,4.25,1,0,15,10.25,2.25,1.25,1.25,95.45,18.92,6.18,0.54,67425.46667
6460,95.56,223.6,5.4,3.2,93.94,1.98,0.76,2.4,0.88,0,60.48,HILL-FREEDMAN MIDDLE SCHOOL,HILL-FREEDMAN MIDDLE SCHOOL,6200 CRITTENDEN ST.,19138,NA,PHILADELPHIA,PA,2152765260,6,8,www.philasd.org/schools/hill-freedman,MIDDLE SCHOOL,0,0,1.25,0.5,0.25,3.5,2.5,0.75,0,0.25,93.375,26.76,22.36,0.08,59243.5
6470,93.04,841.6,137.6,117.6,94.2,0.94,0.32,1.5,2.92,0,90.54,JOHN B. KELLY SCHOOL,"KELLY, JOHN B. SCHOOL",5116 PULASKI AVE.,19144,NA,PHILADELPHIA,PA,2159514011,0,6,www.philasd.org/schools/kelly,ELEMENTARY SCHOOL,0.75,0.25,7.25,4.5,1.5,122,76.25,22.5,11.75,11.5,94.05,14.34,0.66,0.14,67148.48485
6480,96.36,240.6,2.8,3.8,92.86,2.74,0.4,3.28,0.74,0,65.1,AMY NORTHWEST,AMY NORTHWEST,6000 RIDGE AVE.,19128,NA,PHILADELPHIA,PA,2154877600,6,8,www.philasd.org/schools/amynw,MIDDLE SCHOOL,0,0.75,3,0,0,7.5,7,0.5,0,0,96.6,8.86,11.36,0.08,70273.25
6540,93.44,295.4,3.6,8.2,95.98,1.1,0.14,1.94,0.8,0,61.6,LANKENAU HIGH SCHOOL,LANKENAU HIGH SCHOOL,201 SPRING LANE,19128,NA,PHILADELPHIA,PA,2154874465,9,12,www.philasd.org/schools/lankenau,HIGH SCHOOL,0.5,0,3,1.5,0,19,15.25,3,0.5,0.25,94.85,8.42,6.92,0.26,71788.78571
7010,78.68,1716.6,237.8,321.8,58.56,8.66,1.46,29.98,1.3,0.02,85.98,FRANKFORD HIGH SCHOOL,FRANKFORD HIGH SCHOOL,5000 OXFORD AVE.,19124,NA,PHILADELPHIA,PA,2155372519,9,12,www.philasd.org/schools/frankford,HIGH SCHOOL,6.5,1.75,29.5,9.5,6.25,434.75,257,95.5,42.75,39.5,93.075,22.72,1.18,7.7,74045.13462
7100,93.88,453.2,75.4,62.8,88.18,0.7,2.6,6.2,2.26,0,89.54,COOKE ELEMENTARY SCHOOL,"COOKE, JAY ELEMENTARY SCHOOL",1300 W. LOUDEN ST.,19141,NA,PHILADELPHIA,PA,2154563002,0,8,www.philasd.org/schools/jaycooke,ELEMENTARY SCHOOL,1.25,2.75,11.75,2.75,1,66.75,43.25,13.75,5,4.75,95.7,11.96,1.18,5.32,65716.53571
